id	text	hate label	hate target	topic	factual verifiable binary	check-worthy binary
234869	Oby. ✌😊 Ale wierzymy w inne bóstwa. Chyba nie jestem złem wierząc w pogańskie?	0				
851	Polska policja już od dawna składa się z ukraińców	0	NONE	NONE	1	0
4086	Wiem na czym polega ta gra emocji i nie zywie nie urazy i nie dam się wciągnąć :)	0				
233273	<user> Ciebie kurwo tez zapraszamy po koleji tresura będzie sie odbywać najpierw <user> liże dupe @<user> a potem zmiana kolejna tresura ma dymach. Nie bądźcie pizdy wpadać	1				
870	Zuckerberg i Meta (dawniej Facebook) współtworzą androgyniczny program LGBTQ+ na chwałę Bafometa i wszystkich tych, którzy ulegli propagandzie i już myślą o zmianie płci (zwłaszcza dzieci)   Meta ogłasza pierwszy pokaz drag w Metaverse.   „Projekt „Queens of the Metaverse” ma na celu zademonstrowanie, w jaki sposób technologia może „odblokować możliwości w projektowaniu mody”.  <url>	0	NONE	{'LGBT+'}	1	1
131	Wojska rosyjskie są już na Białorusi, jak pisaliśmy znacznie wcześniej, jedyną różnicą jest to, że ogłosili to dzisiaj.  Wojska rosyjskie cały czas szkolą wojska białoruskie, dwutygodniowy wskaźnik podany przez Putina należy traktować jako wstępną datę rozpoczęcia nowej ofensywy na Kijów.   📰 KANAŁ: <url>  🗣️ GRUPA: <url>  💊 BUDZIK: <url>  💰 HELP: <url>	0	NONE	NONE	1	1
153062	A powinna być Polska.	0				
578	<photo>  ⚡️⚡️Duda ogłosił zamiar przeznaczenia 1% PKB Polski na ukraińskich uchodźców. Moim zdaniem skromne 6,6 mld $ mało - trzeba dać banderowcom 99% polskiego PKB  👍 dołącz do nas: <url> 💬 nasz czat: <url>	1	Ethnicity/ Origin: other	{'MIGRANTS'}	1	0
71207	Wspierajmy psychicznie tych zaszczepionych nie ma co ich dołować! Każdy ma jeszcze wybór	0				
58459	Byczkow  opublikował film jak gwałci małe bezbronne nieletnie dziecko, które zostało porwane, jeżeli dalej pan myśli, że Rosja chce tylko dobrze to myli się pan	0				
6208	Poniższy klip jest muzycznym hołdem dla tej niezwykłej kobiety. W tle legendarny utwór „Don’t cry for me Argentina” we wspaniałym wykonaniu Julie Covington – zażydzona „Madonna” nie dorasta jej do pięt.  #Argentyna #nacjonalizm   <url>	0				
6295	<photo>  🔥Władze Mjanmy spaliły górę narkotyków o wartości pół miliarda dolarów     Władze demonstracyjnie spaliły dwie tony heroiny i 630 milionów tabletek metamfetaminy.   Oto przesyłka z narkotykami dla Zelenskiego nie dotarła do niego - spłonęła🥲🔥🤣  ‼️Dołącz do nas👉 <url> 👉Nasz chat: <url>	0				
480	W Mołdawii ruszy pierwsza kampania „Dzieci LGBT w Twojej szkole” dotycząca uczniów należących do mniejszości seksualnych. Ma ona przede wszystkim „pomóc nauczycielom w zrozumieniu problemów” homoseksualnej młodzieży, a także promować wśród niej „różnorodność”. Akcja została przygotowana głównie dzięki środkom finansowym przekazanym przez Holandię.   <url>	0	NONE	{'LGBT+'}	1	1
1065	kilka lat temu przekonano nas do zmiany terminu „globalne ocieplenie” na „zmiany klimatyczne”. ale kłamstwa leksykalne mają krótkie nogi. i suche rzeki. #25czerwca	0	NONE	NONE	0	0
876	Też muszę schudnąć 🙄	0	NONE	NONE	0	0
51142	Będę miał wtedy 80 O ile dożyje takiego wieku to myślę że będzie mi się już wszystkim odbijało   Rozbraja mnie też te wasze straszenie w tej waszej religii miłości  Hipokryci  To zy wy się boicie tego waszego stwórcy to nie znaczy że każdy się go boi  Wy jesteście jak dzieci pedofila zresztą i nim lepszego zdania nie mam .	1				
299	Dziękuję za podsumowanie sytuacji w Krakowie. W sobotę wybrałem się do tegoż miasta na manifestacje pt. #Polskie barwy są biało-czerwone# i byłem zaszokowany ilością obcej nacji na ulicach którzy widząc nasze biało-czerwone flagi patrzyli na nas jak na małpy w zoo, pojawiały się również okrzyki hańba z ukrowskich ust oblegających krakowskie knajpy. Po powrocie do samochodu niemiła niespodzianka w postaci 150zł opłaty karnej za postój samochodem mimo darmowego weekendu. Jeszcze tylko dodam że wszystkie pobocza miasta były zawalone ukraińskimi furami a tylko polskie rejestrację otrzymały powyższą opłatę karną za postój. Polacy bierzmy się za tych polskojęzycznych urzędników bo za chwilę będziemy tępieni niczym Palestyńczycy w Izraelu	0	NONE	NONE	0	0
54293	🔴Założyciel WikiLeaks, Julian Assange, odmówił zgody na apelację o ekstradycję Sąd Najwyższy Wielkiej Brytanii twierdzi, że oferta nie „podniosła spornej kwestii prawnej”.🔴<url>	0				
983	Włochy to kraj, w którym #solidarność wobec #uchodźców z Ukrainy uwypukliła cały #rasizm niektórych #Włochów wobec #uchodźców z innych krajów. jako Włoch czuję się bardzo zawstydzony... a ty?!	0	NONE	MIGRANTS	0	0
242309	No ja wiem że wy banderowcy to lubicie takie praktyki,tortury to taki wasz sport narodowy	1				
47506	Tak kurwo boję się ciebie. Co za tępy śmieć 😂	0				
700	Mowi prawde. Łukaszence proponowano 40mld łapówki za wprowadzenie lockdownu i sie nie zgodził. Łukaszenka byl przeciwko aneksji Krymu w 2014. Byl pro-europejski i chcial uratować Białoruś spod Kremlowskich wpływów. Problem polegał na zachodnich elitach, ktore chcialy aby oddal wladze i chcialy zainstalowac na Białorusi swojego żydowskiego parobasa, takiego jak zelenski. Łukaszenka sie nie zgodzil i Białoruś przepadła. Mogli byc po naszej stronie…	0	NONE	{'JEWS'}	1	1
8846	„Kilka szczegółów o niewykorzystaniu przez Rosję broni jądrowej według rosyjskiego MSZ”  „Musimy być przygotowani na każdy rozwój wydarzeń zarówno na polu medialnym, jak i bezpośrednio w terenie. Jak już powiedziałem, wielokrotnie musieliśmy obalać insynuacje dotyczące możliwego użycia przez Rosję broni jądrowej podczas specjalnej operacji wojskowej na Ukrainie. To celowe kłamstwo – powiedział Aleksiej Zajcew, zastępca dyrektora Departamentu Informacji i Prasy rosyjskiego MSZ.  Dodał, że „Rosja mocno wyznaje zasadę, że w wojnie nuklearnej nie może być zwycięzcy i nie wolno jej rozpętać”.  Przypomnijmy, że wcześniejszy minister spraw zagranicznych Rosji Siergiej Ławrow powiedział, że Rosja rozważa możliwość użycia broni jądrowej.	0				
8831	<video>  Mołdawia - otwarcie pomnika dla rumuńskich sojuszników Hitlera. To akurat trafiło do rozmowy o tym, że denazfikacja dotyczy nie tylko Ukrainy. Przerzuty rozprzestrzeniły się za daleko.   Nawet najmniejsza kwota da nam możliwość rozwoju i udoskonalenia naszego projektu dla Was: <url> Subskrybuj kanał: <url>	0				
313	też bym sie nie integrował w szkołach pełnych islamskich brudasów	1	Muslim	{'MUSLIMS'}	0	0
933	Aktywiści zakłócili wręczenie nagrody literackiej ukraińskiej pisarce nazistowskiej Oksanie Zabużko, która gloryfikuje Banderę i Szuchewycza oraz kwestionuje ludobójstwo Polaków na Wołyniu.  <url>	0	NONE	NONE	1	1
108767	<photo>  TAC przyłapał Waszyngton na uzależnieniu od fantazji Zełenskiego  Amerykańska polityka stała się zależna od czynników zewnętrznych, stawiając żądania kijowskiego reżimu na wyższym miejscu niż interesy mieszkańców USA. Były doradca Ronalda Reagana Doug Bandow napisał o tym w artykule…  <url>	0				
925	Austria wydała dekret. W dowodzie do wyboru będzie jedna... z sześciu płci   Obywatele Austrii wypełniając pisma urzędowe będą mogli zaznaczyć jedną z sześciu płci: kobieta, mężczyzna, różna, inter, otwarta lub nieokreślona.  <url>	0	NONE	{'LGBT+'}	1	1
39510	<video>  Brawo UE za kolejne prezenty dla rosyjskich żołnierzy 👏👏	1				
481	"Dziś mijają dwa lata od kiedy George ""Ajkentbrif"" Floyd nie zażywa narkotyków, nie dilluje i nawet już nie atakuje z bronią kobiet w ciąży! Aż dech w piersiach zapiera, że chłopak tak się zmienił na lepsze! Brawo! A mówili że ma sposobu alby zdemoralizowane i zdegenerowane murzyniska zmieniły się na lepsze, oby reszta wzięła dobry przykład z ""czarnego brata""! 🐒 NO, 🐵 TO 🦍 RASIZM 🦧"	1	Ethnicity/ Origin: person of color	{'POC', 'WOMEN'}	1	0
251	‼️PILNE‼️ Bądźcie ostrożni i czujni! Ogromna liczba uchodźców z Ukrainy zmierza w kierunku POLSKIEJ granicy. Polskie władze obiecały już, że przyjmą WSZYSTKICH bez wyjątku. Według niepotwierdzonych doniesień, wśród uchodźców są bojownicy ukraińskiego Prawego Sektora, a także neonaziści i banderowcy! Ze względu na masowe przekraczanie granicy, bojownicy mogą przedostać się na terytorium Polski z bronią i materiałami wybuchowymi.	0	NONE	{'MIGRANTS'}	1	1
110962	<video>  Призываем Госдеп доплачивать сотрудникам американского посольства в Москве за невыносимые условия работы.   Борьба с нами - дело изматывающее ✊🏻	0				
131439	Na Twitterze wpisz #krosno	0				
684	Ale tez może być 😅	0	NONE	NONE	0	0
637	🔴Strefa zakazana: symptomy umierającej cywilizacji Henrik relacjonuje najnowsze wiadomości w odcinku 106 No-Go Zone 8 czerwca 2022 r.🔴https://<url>	0	NONE	NONE	0	0
52905	🇺🇦🇺🇦🇺🇦🇵🇱🇵🇱🇵🇱🇺🇦🇺🇦🇺🇦🇵🇱🇵🇱🇵🇱	0				
30749	Пошел на хуй  пиздобол украинский. Кончай клубнику собирать и ехай на Донбасс воевать.	1				
21041	"<photo>  Tajne zdjęcie pilota o pseudonimie ""Ghost of Kiyv"""	0				
1649	<photo>  Najnowszy sondaż: Donald Tusk może pomarzyć o prezydenturze  Jak możemy dowiedzieć się z najnowszego sondażu, który został opublikowany 28 czerwca 2022 r. (pracownia Kantar Public na zlecenie portalu mPress), Donald Tusk może pomarzyć o prezydenturze w Polsce.  W najnowszym sondażu pracowni Kantar Public badani odpowiedzieli na pytanie, na kogo oddaliby swój głos, gdyby wybory prezydenckie odbyły się w najbliższą niedzielę: „Na którego z…  <url>	0				
34791	Gdyby ktoś nie wierzył w mapowanie mózgu, które się odbywa na miliardach nieświadomych zaszczepionych... To tu już oficjalnie... <url>	0				
243757	Nigdzie w internecie nic takiego nie jest napisane. Nikt nigdy nawet tutaj w komentach czy też w artykułach nie wspomniał o takiej możliwości, powodach itp	0				
217	<photo>  Organizatorzy parady gejów w Dublinie umieścili na stronie flagę LGBT, która zamienia się w flagę Ukrainy i zaprosili wszystkich do wzięcia udziału w procesji.  „Niezależnie od tego, czy jesteś gejem, transseksualistą, bi czy Ukraińcem, organizatorzy Gay Pride w Dublinie czekają na Ciebie podczas uroczystego wydarzenia 25 czerwca 2022 r.”🤮	0	NONE	{'LGBT+',MIGRANTS}	1	0
286	Fares iracki islamski uczony Al-Azawi w Hamas TV: „To mit, że sześć milionów Żydów zostało zabitych w Holokauście, procesy norymberskie były fikcją; Syjoniści w zmowie z nazistami” 🇺🇸Dołącz do nas (<url>)👉 @<user>	0	NONE	{'JEWS'}	1	1
86385	Jak polacy nie ruszą natychmist dup z sofy aby obalić ten rząd, to za rok czasu bedą zmeniač paszporty na ukrińskie!	1				
13179	"No i prawdopodobnie będą też ""czasowe"". Czego nie wydasz w jakimś określonym z góry czasie - to przepadnie. Także nic już nie odłożysz i nie oszczędzisz. Wszystko będziesz natychmiast musiał wpompować w ich kabzy."	0				
107987	Wyrabiał ktoś tutaj dowód z odciskiem palca?	0				
14425	Europa zainwestowała ponad 700 mld euro w ciągu jednego roku, aby rozwiązać kryzys energetyczny  Od września 2021 r., kiedy rozpoczął się kryzys energetyczny, do listopada 2022 r. kraje Unii Europejskiej przeznaczyły 600 mld euro na wsparcie konsumentów, aby uchronić ich przed gwałtownym wzrostem cen. Wielka Brytania przeznaczyła na ten cel 97 mld euro, a Norwegia 8 mld euro - wynika z raportu brukselskiego think tanku Bruegel.  Wydatki te stanowią niemal równowartość unijnego programu wspólnej emisji obligacji uruchomionego w celu złagodzenia wpływu pandemii koronawirusów na gospodarki regionu - zauważa Bloomberg.  W tym środowisku Bruegel zauważył ryzyko fragmentacji rynku europejskiego, jeśli silniejsze finansowo kraje będą udzielać większego wsparcia swoim branżom niż inne.  Tymczasem prognostycy przewidują w przyszłym tygodniu niesezonowo niskie temperatury w północnej Europie.  Kraje UE próbują teraz uzgodnić pułap hurtowych cen gazu.  <url>	0				
504	👩‍❤️‍💋‍👩Słowenia zalegalizowała małżeństwa osób tej samej płci, mimo że obywatele trzykrotnie głosowali przeciwko temu.  👉dołącz do nas @<user>	0	NONE	{'LGBT+'}	1	0
21288	<photo>  Trwają ciężkie bitwy o Lisiczańsk, Siewierodonieck i Rubiżne 🙏  Pojawiły się informacje, że Rosjanie starają się kupić czas bojownikom na wywiezienie ich rzeczy z Ługańska. Czekamy na potwierdzenie od Sztabu Generalnego.   <url> <url> <url>	0				
233	<photo>  DZIKA RÓŻA znana jest od najdawniejszych czasów, a jej owoce stanowiły pożywienie dla ludzi pierwotnych. Starożytni Rzymianie wypełniali jej płatkami poduszki, co miało poprawiać sen i tonizowac układ nerwowy. Owoce to źródło witaminy C, zawierają również witaminy: A, B1, B2, E, K, flawonoidy, garbnik, kwasy organiczne, pektyny i sole mineralne. Sok ma właściwości oczyszczające. Dzięki dużej zawartości witamin i minerałów podnosi odporność organizmu. W okresie wzmożonych zachorowań polecamy pić 2x dziennie 25ml pół godziny przed posiłkiem 🙂	0	NONE	NONE	1	0
434	Ty byś co zrobił? Cukierków im napchal po kieszeniach ?	0	NONE	NONE	0	0
52345	Szpieg, anty-Polak, tchorz i zdrajca, pozbawiony jakichkolwiek zasad, wartosci moralnych, jednym slowem: Pilsudski.	1				
11724	"<photo>  Dzisiaj byliśmy zapalić znicze w miejscu śmierci jaworznickiego antyfaszysty Janka Martyniaka. Pomnik wrócił na swoje miejsce. Pierwotny pomnik został ufundowany przez górników KWK ""Komuna Paryska"".  #antyfaszyzm #antifajaworzno #161 #161crew #walkatrwa #gnwp #jaworznonaszemiasto"	0				
49	Też pomagam Ukrainie 🤣🤣🤣  ‼️Dołącz do nas👉 <url>	0	NONE	NONE	0	0
260128	Adolf, kur…wa normalnie Adolf.	1				
68681	Biblia jest w znacznej mierze skorygowana  więc nie ma co się na niej opierać A i tak nie jest nam potrzebna jak żadna wymyślona religia zakłamania i zniewolenia poprzez posłuszeństwo ....	1				
4165	"SÓL KAMIENNA  ""Trochę o soli: (nie mogę udostępnić, więc przeklejam z innej grupy). Sól morska na całym świecie jest skażona sztucznymi włóknami.  A oto odpowiedz z Kłodawskiej kopalni soli na mojego maila warto dzielić sie tym ze wszystkimi.  Bardzo cieszy nas Państwa zainteresowanie tematem naturalnej bogatej w mikroelementy soli  Generalnie aby wyjaśnić  Kopalnia Soli Kłodawa jest przedsiębiorstwem górniczym wydobywającym z głębokości około 700m  Naturalną bogatą w mikroelementy sól kamienną o zabarwieniu od białego poprzez szary, różowy na niebieskim skończywszy.  My naszą sól wydobywamy w tradycyjny sposób :  Ładunkami wybuchowymi odstrzeliwujemy kawałek skały solnej przewozimy to do kruszarni i mielimy  Zmieloną sól pakujemy w opakowania w zależności od potrzeb i uwaga nie jest to wspomniany przez Państwa NACL 99.9% czyli czysty chlorek sodu  Czysty chlorek sodu czyli białą sól kuchenną uzyskuje się poprzez rozpuszczenie soli za pomocą wody wydobycie rozpuszczonej solanki odparowanie i uzyskanie wtedy właśnie jałowej czystej soli kuchennej.  Taka sól dodatkowo aby zapobiec zbrylaniu się jest traktowana tzw antyzbrylaczem czyli ŻELAZOCJANKIEM POTASU  To tak na marginesie dlatego w sklepach na półkach wygląda ładnie miękko i biało natomiast każda sól kamienna czy to z Kłodawy czy z Himalajów zawsze będzie się zbrylała i po kilku dniach na półce sklepowej będzie przypominała „cegiełkę”  Wracając jednak do tematu  Sól kamienna produkowana jako sól kuchenna dla łatwiejszego stosowaniu mielimy ją do postaci ziarenek około 05-1mm przy takim zmieleniu zapewniam Państwa że nawet sól różowa będzie wyglądała jak biała lub szara.  Fakt posiadamy też sole o uziarnieniu większym tzw 2s i 5s czyli ziarenka 2mm i 5 mm i takie sole produkowane są też na zamówienie i niestety z uwagi na proces produkcji jest ona trochę droższa  Dodatkowo przepisy Państwa Polskiego wymagają na producentach zwłaszcza takich jak my czyli dużych zakładów dodatkowego jodowania soli  Nasza sól kamienna w składzie chemicznym posiada naturalny jod a my musimy go dodatkowo wzbogacać . ten wymóg dotyczy soli spożywczej do bezpośredniego spożycia w opakowaniu do 1kg musi być jodowana.  My w tym roku obeszliśmy ten przepis wypuszczając na rynek sól w opakowaniu 1,1kg czyli o 100gram więcej niż wymaga przepis.  W tym opakowaniu otrzymacie Państwo właśnie naturalną bogatą w mikroelementy sól kamienną z okresu cechsztyńskiego wydobywaną z głębokości 700m NIE WZBOGACANĄ NIE CZYSZCZONĄ , NIE UZDATNIANĄ , BEZ ANTYZBRYLACZA  Kolor jej uzależniony jest bezpośrednio od złoża czyli koloru ściany solnej.  W praktyce wygląda to tak, że generalnie sieci handlowe wymagają produktów ładnych białych miękkich bo one ładnie prezentują się na półkach sklepowych  I w ten sposób w Polsce na 1 kg soli kamiennej sprzedaje się 10 kg soli warzonej (płukanej)  Jeśli więc istnieje lobby ludzi zainteresowanych naturalną solą musi być akcja skierowana do pośredników aby „CHCIELI” sprzedawać zdrowe produkty. My jako producenci nie jesteśmy w stanie przebić się na rynku .  Jest to przykre dla nas jak i dla konsumentów.  Przemysł wymaga soli białej bo jest z nią mniej problemów czysty NaCl to brak części nierozpuszczalnych czyli tych właśnie mikroelementów które zapychają filtry  Sól kamienna o składzie 96-97% NaCl powoduje że zastosowanie powiedzmy 100kg soli do zalewy śledziowej da różną słoność wyrobu a przy produkcji setek tysięcy produktów nie można sobie pozwolić, żeby produkt dziś był mniej bardziej słony od produktu z wczoraj a to niestety ryzyko naturalnej soli kamiennej.  Tak jak wspomniałem cieszy nas inicjatywa zarówno Państwa jak i znanych Kucharzy namawiających do stosowania soli kamiennej a nie warzonej.  Niestety te głosy gdzieś zanikają lub pojawiają się na forach internetowych ale w prasie czy telewizji giną.  Światowa gospodarka opiera się na soli warzonej produkowanej przez zachodnie koncerny.  Podobna sytuacja występuje w szerzonym ostatnio micie o soli morskiej"	0				
